"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.419586196,
"CHL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.666874196,
"CHL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.847073099,
"CHL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.021079751,
"CHL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.473303533,
"CHL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.965748006,
"CHL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.362366666,
"CHL","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.055885195,
"CHL","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.360724363,
"CHL","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.134438913,
"CHL","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.254496121,
"CHL","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.087634692,
"CHL","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.070237675,
"CHL","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-0.021912524,
"CHL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.061106084,
"CHL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.487400006,
"CHL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.359003693,
"CHL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.56494949,
"CHL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.299683877,
"CHL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-0.890695353,
"CHL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.998562066,
"CHL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.867907761,
"CHL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.79813411,
"CHL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.201077611,
"CHL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.090614297,
"CHL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.125778295,
"CHL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.822710089,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.071490463,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.072555088,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.808769274,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-4.275588305,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.968463318,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.468095999,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.222944289,
"SWE","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.791088348,
"SWE","QGDP","TOT","PC_CHGPP","Q","2000-Q2",2.319802976,
"SWE","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.859696404,
"SWE","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.267442162,
"SWE","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.486852382,
"SWE","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.123773162,
"SWE","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.369775128,
"SWE","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.922676773,
"SWE","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-0.100573525,
"SWE","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.513034704,
"SWE","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.506775758,
"SWE","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.269184076,
"SWE","QGDP","TOT","PC_CHGPP","Q","2003-Q1",1.071909391,
"SWE","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.401182361,
"SWE","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.300834901,
"SWE","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.729911517,
"SWE","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.607807959,
"SWE","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.633928776,
"SWE","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.667347678,
"SWE","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.902067408,
"SWE","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.403123352,
"SWE","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.653827587,
"SWE","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.154117161,
"SWE","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.751825519,
"SWE","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.523734497,
"SWE","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.683215323,
"SWE","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.098079065,
"SWE","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.635939364,
"SWE","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.107415668,
"SWE","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.534807381,
"SWE","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.698085363,
"SWE","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.899484163,
"SWE","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.37630951,
"SWE","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.215147414,
"SWE","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.525810873,
"SWE","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.846726219,
"SWE","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-0.844002287,
"SWE","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.205549638,
"SWE","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.20455111,
"SWE","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.217590204,
"SWE","QGDP","TOT","PC_CHGPP","Q","2010-Q1",3.436310257,
"SWE","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.710360834,
"SWE","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.98670049,
"SWE","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.564901548,
"SWE","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.782629318,
"SWE","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.149968998,
"SWE","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.074038643,
"SWE","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-1.166775675,
"SWE","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.162222959,
"SWE","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.145652374,
"SWE","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.256544824,
"SWE","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.422050752,
"SWE","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.168463113,
"SWE","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.090660152,
"SWE","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.441106409,
"SWE","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.878892101,
"SWE","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.639887446,
"SWE","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.894236817,
"SWE","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.675499147,
"SWE","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.863182913,
"SWE","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.346862585,
"SWE","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.012939468,
"SWE","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.318496564,
"SWE","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.724999658,
"SWE","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.051546392,
"SWE","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.046681893,
"SWE","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.361146941,
"SWE","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.806758666,
"SWE","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.518790524,
"SWE","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.214756773,
"SWE","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.115617323,
"SWE","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.110469561,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.371547255,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.87529129,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.368891715,
"SWE","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.045737271,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.254011454,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.241006517,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.453565433,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.302780464,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.301872883,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.552063413,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.427868981,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.240685386,
"FRA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.981038045,
"FRA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.964184271,
"FRA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.619580865,
"FRA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.798595032,
"FRA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.587483205,
"FRA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.122153258,
"FRA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.336964053,
"FRA","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.028736618,
"FRA","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.361885149,
"FRA","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.492244425,
"FRA","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.36179173,
"FRA","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.012291755,
"FRA","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.162527891,
"FRA","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.226789031,
"FRA","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.695908094,
"FRA","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.761219299,
"FRA","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.917220294,
"FRA","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.654172707,
"FRA","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.284327623,
"FRA","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.729319036,
"FRA","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.267008285,
"FRA","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.180375254,
"FRA","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.51318444,
"FRA","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.74375764,
"FRA","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.779114681,
"FRA","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.011515903,
"FRA","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.001966974,
"FRA","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.814114731,
"FRA","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.733205344,
"FRA","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.781325658,
"FRA","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.323829218,
"FRA","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.21301825,
"FRA","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.451701575,
"FRA","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.470793308,
"FRA","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.30725285,
"FRA","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.360720348,
"FRA","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.685137657,
"FRA","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.09987086,
"FRA","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.149857072,
"FRA","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.703491762,
"FRA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.390214029,
"FRA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.534556518,
"FRA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.583835421,
"FRA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.686597524,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.038140028,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.051886837,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.275066582,
"FRA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.24229634,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.118871009,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.211599663,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.231342677,
"FRA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.121349146,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.032121958,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.69632539,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.03660274,
"FRA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.504745357,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.071877707,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.109511452,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.443157338,
"FRA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.144531728,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.503926738,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.030968827,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.324904622,
"FRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.105867757,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.700448544,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.225720464,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.238474639,
"FRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.567878323,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.789271419,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.752155568,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.714586636,
"FRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.81462352,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.105312571,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.237801687,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.413325951,
"FRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.605309765,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.514773729,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.293340143,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.15226278,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.198585508,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.86459332,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.501983946,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",18.455593395,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.444625085,
"GRC","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.37966256,
"GRC","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.921994078,
"GRC","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.868409667,
"GRC","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.418925598,
"GRC","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.237878102,
"GRC","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.263573867,
"GRC","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.621616296,
"GRC","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.264898641,
"GRC","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.817047668,
"GRC","QGDP","TOT","PC_CHGPP","Q","2002-Q2",2.238306787,
"GRC","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.577044906,
"GRC","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.771020466,
"GRC","QGDP","TOT","PC_CHGPP","Q","2003-Q1",2.081952583,
"GRC","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.771173645,
"GRC","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.627318594,
"GRC","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.137179548,
"GRC","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.828564537,
"GRC","QGDP","TOT","PC_CHGPP","Q","2004-Q2",-0.018592188,
"GRC","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.334459386,
"GRC","QGDP","TOT","PC_CHGPP","Q","2004-Q4",-0.381337288,
"GRC","QGDP","TOT","PC_CHGPP","Q","2005-Q1",-0.588090483,
"GRC","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.237815218,
"GRC","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.390843165,
"GRC","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.501015516,
"GRC","QGDP","TOT","PC_CHGPP","Q","2006-Q1",3.258220871,
"GRC","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.307050511,
"GRC","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.477438963,
"GRC","QGDP","TOT","PC_CHGPP","Q","2006-Q4",2.542940426,
"GRC","QGDP","TOT","PC_CHGPP","Q","2007-Q1",-0.785285662,
"GRC","QGDP","TOT","PC_CHGPP","Q","2007-Q2",2.911721824,
"GRC","QGDP","TOT","PC_CHGPP","Q","2007-Q3",-0.623113458,
"GRC","QGDP","TOT","PC_CHGPP","Q","2007-Q4",-0.495876772,
"GRC","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.611597606,
"GRC","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.639736483,
"GRC","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.097483141,
"GRC","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.397015176,
"GRC","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.747780617,
"GRC","QGDP","TOT","PC_CHGPP","Q","2009-Q2",2.776841903,
"GRC","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.725436891,
"GRC","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.128217041,
"GRC","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-5.743637366,"B"
"GRC","QGDP","TOT","PC_CHGPP","Q","2010-Q2",-3.363356036,"B"
"GRC","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-3.187347609,"B"
"GRC","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-1.239268177,"B"
"GRC","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-3.519840984,
"GRC","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-2.095891859,
"GRC","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-1.938028007,
"GRC","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-3.97140314,
"GRC","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.85663122,
"GRC","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.593773598,
"GRC","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-1.378222614,
"GRC","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.647811287,
"GRC","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-1.110159009,
"GRC","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.118186573,
"GRC","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.09156916,
"GRC","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.457265305,
"GRC","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.514179674,
"GRC","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-0.301896424,
"GRC","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.780905819,
"GRC","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.953285896,
"GRC","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.336018896,
"GRC","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.138998024,
"GRC","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-1.670894968,
"GRC","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.117438094,
"GRC","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.506178047,
"GRC","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.438431919,
"GRC","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.542790833,
"GRC","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.465986661,
"GRC","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-0.221750334,
"GRC","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.891631418,
"GRC","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.809850659,
"GRC","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.342052905,
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.698245817,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.256891237,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.115611054,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.486493551,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.074885367,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.5873447,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.616688315,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.262235482,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.438854703,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.416538335,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.133499111,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.672971387,"E"
"OECDE","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.115658,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.009731,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.626052,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.750085,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.541803,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.04651,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.345263,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.139762,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.293119,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.77653,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.512427,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.375639,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.023846,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.299676,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.816614,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.891987,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.761961,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.685975,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.29769,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.476444,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.655312,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.69711,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.924252,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.946973,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.906841,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.190744,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.516327,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.033521,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.867975,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.676995,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.601304,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.788087,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.573165,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.470271,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.679657,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.81455,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-2.860178,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.177186,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.476757,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.592268,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.365749,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.147502,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.646161,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.746791,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.848151,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.301342,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.393191,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.104554,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.113791,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.087958,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.22119,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.207157,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.102422,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.783101,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.551843,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.3531,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.688188,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.218429,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.681275,
